PANONCEAU;NOM MAGASIN;CENTRALE;LUNDI_HO;LUNDI_HF_MIDI;LUNDI_HO_MIDI;LUNDI_HF;MARDI_HO;MARDI_HF_MIDI;MARDI_HO_MIDI;MARDI_HF;MERCREDI_HO;MERCREDI_HF_MIDI;MERCREDI_HO_MIDI;MERCREDI_HF;JEUDI_HO;JEUDI_HF_MIDI;JEUDI_HO_MIDI;JEUDI_HF;VENDREDI_HO;VENDREDI_HF_MIDI;VENDREDI_HO_MIDI;VENDREDI_HF;SAMEDI_HO;SAMEDI_HF_MIDI;SAMEDI_HO_MIDI;SAMEDI_HF;DIMANCHE_HO;DIMANCHE_HF_MIDI;DIMANCHE_HO_MIDI;DIMANCHE_HF;GPS_LATITUDE;GPS_LONGITUDE;ADRESSE;CP;VILLE;TEL;FAX;JOURS_FERIES_NATION;URL_MAGASIN;INSEE;CONCEPT_ANIMALERIE;CONCEPT_AUTO;CONCEPT_BIJOUX;CONCEPT_BORNE;CONCEPT_BRICO;CONCEPT_DRIVE;CONCEPT_ESPACE_CULTUREL;CONCEPT_EXPRESS;CONCEPT_JARDIN;CONCEPT_JOUET;CONCEPT_LOCATION;CONCEPT_OPTIQUE;CONCEPT_PARAPHARMACIE;CONCEPT_SPORT;CONCEPT_STATION;CONCEPT_UHPS;CONCEPT_VOYAGES
0893;CLICHY SOUS BOIS;SCAPNOR;09:00;;;20:30;09:00;;;20:30;09:00;;;20:30;09:00;;;20:30;09:00;;;21:00;08:45;;;20:30;09:00;;;12:30;48.906223;2.532304;ALLEE DE LA FOSSE MAUSSOIN;93390;CLICHY SOUS BOIS;01.43.01.50.00;01.43.01.50.01;15-08,25-12;www.e-leclerc.com/clichy-sous-bois;93014;N;N;Y;N;N;Y;Y;N;N;N;Y;Y;N;N;Y;N;Y
1349;CHEMILLE;SCAOUEST;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:30;09:00;;;20:00;;;;;47.237747;-0.722489;ZA DES 3 ROUTES;49120;CHEMILLE;02.41.55.11.11;02.41.30.26.11;25-12;www.e-leclerc.com/chemille;49092;N;N;Y;N;N;Y;Y;N;N;N;N;Y;N;N;Y;N;Y
1356;GOURIN;SCARMOR;09:00;;;19:15;09:00;12:30;14:00;19:15;09:00;12:30;14:00;19:15;09:00;12:30;14:00;19:15;09:00;;;20:00;09:00;;;19:15;;;;;48.141304;-3.618777;ROUTE DE QUIMPER;56110;GOURIN;02.97.23.31.31;02.97.23.31.00;15-08,01-11,11-11,25-12;www.e-leclerc.com/gourin;56066;N;N;Y;N;N;Y;N;N;N;N;N;Y;N;N;Y;N;Y
1362;COURCELLES;SCAPARTOIS;08:45;;;19:30;08:45;;;19:30;08:45;;;19:30;08:45;;;19:30;08:45;;;19:30;08:45;;;19:30;;;;;50.41673;3.024976;RUE LOUIS BLANC;62970;COURCELLES LES LENS;03.91.83.05.40;03.91.83.05.41;15-08,01-11,11-11,25-12;www.e-leclerc.com/courcelles;62249;N;N;Y;N;N;N;N;N;N;N;N;Y;N;N;Y;N;Y
1376;LE HOULME;SCANORMANDE;09:00;;;19:30;09:00;;;19:30;09:00;;;19:30;09:00;;;19:30;09:00;;;20:00;09:00;;;19:30;;;;;49.512123;1.038459;163 RUE DU GENERAL DE GAULLE BP 32;76770;LE HOULME;02.35.76.86.20;02.35.75.27.08;15-08,01-11,11-11,25-12;www.e-leclerc.com/le-houlme;76366;N;N;Y;N;N;Y;N;N;N;N;Y;Y;Y;N;Y;N;Y
0892;NANTERRE;SCADIF;09:00;;;20:30;09:00;;;20:30;09:00;;;20:30;09:00;;;20:30;09:00;;;21:00;08:30;;;20:30;;;;;48.883896;2.203483;Rue Paul Vaillant Couturier;92000;NANTERRE;01.47.24.45.54;01.47.24.55.55;15-08,01-11,11-11,25-12;www.e-leclerc.com/nanterre;92050;N;N;Y;Y;N;N;N;N;N;N;N;Y;N;N;Y;N;Y
0806;NICE SAINT-ISIDORE;LECASUD;09:00;;;20:30;09:00;;;20:30;09:00;;;20:30;09:00;;;20:30;09:00;;;20:30;09:00;;;20:30;09:00;;;13:00;43.7081;7.188289;RD 6202 QUARTIER SAINT ISIDORE;06201;NICE CEDEX 3;04.93.18.35.50;04.93.29.90.83;25-12;www.e-leclerc.com/nikaiadis;06088;N;N;Y;N;N;N;N;N;N;N;N;Y;N;N;Y;N;Y
1122;DINAN;SCAOUEST;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:30;09:00;;;20:00;;;;;48.44584;-2.06789;LA COULEBART - LEHON;22100;DINAN;02.96.87.67.67;02.96.87.67.68;15-08,01-11,11-11,25-12;www.e-leclerc.com/dinan;22050;N;N;Y;Y;N;Y;N;N;N;N;Y;Y;N;N;Y;N;Y
0802;HIRSON;SCAPEST;08:30;;;19:30;08:30;;;19:30;08:30;;;19:30;08:30;;;19:30;08:30;;;19:30;08:30;;;19:30;09:30;12:30;;;49.91407;4.075558;AVENUE DU GENERAL DEBENEY CITE DE BUIRE;02500;HIRSON;03.23.58.39.06;03.23.58.30.38;01-11,11-11,25-12;www.e-leclerc.com/hirson;02381;N;N;Y;N;N;Y;N;N;N;N;Y;Y;N;N;Y;N;Y
0947;MONTAYRAL;SCALANDES;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;;;;;44.485966;0.97812;ZA les portes du Quercy;47500;MONTAYRAL;05.53.40.47.80;05.53.40.47.97;01-11,25-12;www.e-leclerc.com/montayral;47185;N;N;Y;N;N;N;N;N;N;N;Y;N;N;N;Y;N;Y
0949;SAUMUR;SCAOUEST;08:30;;;20:30;08:30;;;20:30;08:30;;;20:30;08:30;;;20:30;08:30;;;21:00;08:30;;;20:30;;;;;47.262398;-0.091517;51 BLD MAL DE LATTRE DE TASSIGNY;49412;SAUMUR CEDEX;02.41.83.54.54;02.41.83.54.29;15-08,01-11,25-12;www.e-leclerc.com/saumur;49328;N;N;Y;N;N;Y;Y;N;N;N;N;Y;Y;N;Y;N;Y
0951;DIZY;SCAPEST;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:30;12:00;;;49.06535;3.963232;ROUTE DE CUMIERES;51530;DIZY;03.26.55.14.55;03.26.54.98.03;15-08,01-11,11-11,25-12;www.e-leclerc.com/dizy;51210;N;N;Y;N;N;Y;Y;Y;N;N;Y;Y;N;N;Y;N;Y
0872;LA FLECHE;SOCAMAINE;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;19:30;;;;;47.702293;-0.057898;7 Rue Henri Dunant;72200;LA FLECHE;02.43.48.11.88;02.43.48.11.85;15-08,01-11,11-11,25-12;www.e-leclerc.com/la-fleche;72154;N;N;Y;Y;N;Y;Y;N;N;N;N;Y;N;N;Y;N;Y
0876;DIEPPE;SCAPARTOIS;08:45;;;19:45;08:45;;;19:45;08:45;;;19:45;08:45;;;19:45;08:45;;;19:45;08:45;;;19:45;;;;;49.90875;1.10614;rue de l'Ancien Port;76370;MARTIN EGLISE;02.35.82.56.95;02.35.82.66.33;15-08,01-11,25-12;www.e-leclerc.com/dieppe;76217;N;N;Y;N;N;N;N;N;N;N;Y;Y;N;N;Y;N;Y
0791;MASSY;SCADIF;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;;;;;48.729687;2.244655;ROUTE DE PALAISEAU CD 117;91300;MASSY;01.60.10.31.00;01.60.14.18.43;15-08,01-11,11-11,25-12;www.e-leclerc.com/massy;91377;N;N;Y;N;N;Y;N;N;N;N;N;Y;Y;N;Y;N;Y
2269;GREZIEU;SOCARA ;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:30;08:30;;;20:00;;;;;45.7411;4.691248;5 RUE BENOIT LAUNAY;69290;GREZIEU LA VARENNE;04.78.44.85.13;04.78.44.69.44;15-08,25-12;www.e-leclerc.com/grezieu;69094;N;N;Y;N;N;Y;N;N;N;N;Y;Y;Y;N;Y;N;Y
1769;Lyon 9ème;SOCARA ;08:30;;;20:30;08:30;;;20:30;08:30;;;20:30;08:30;;;20:30;08:30;;;20:30;08:30;;;20:30;;;;;45.76153;4.804066;90 AVENUE BARTHELEMY BUYER;69009;LYON;04.78.25.01.54;04.78.25.91.13;01-11,11-11,25-12;www.e-leclerc.com/lyon9eme;69123;N;N;Y;N;N;Y;N;N;N;N;N;Y;Y;N;Y;N;N
2929;QUIMPERLE;SCARMOR;09:00;;;19:30;09:00;;;19:30;09:00;;;19:30;09:00;;;19:30;09:00;;;20:00;09:00;;;19:30;;;;;47.87068;-3.56708;201 RUE DE PONT AVEN;29300;QUIMPERLE;02.98.06.28.28;02.98.39.31.45;01-11,25-12;www.e-leclerc.com/quimperle;29233;N;N;Y;Y;Y;Y;Y;N;N;N;Y;Y;Y;N;Y;N;Y
1367;SOUFFLENHEIM;SCAPALSACE;08:00;;;20:00;08:00;;;20:00;08:00;;;20:00;08:00;;;20:00;08:00;;;20:00;08:00;;;19:30;;;;;48.819595;7.963243;Route de Drusenheim;67620;SOUFFLENHEIM;03.88.05.78.78;03.88.86.77.58;15-08,01-11,11-11,25-12;www.e-leclerc.com/soufflenheim;67472;N;N;Y;N;N;N;N;N;N;N;Y;N;N;N;Y;N;Y
1933;BEGLES;SCASO;08:45;;;19:30;08:45;;;19:30;08:45;;;19:30;08:45;;;19:30;08:45;;;20:00;08:45;;;19:30;09:00;12:15;;;44.80566;-0.556562;rue Maurice Martin;33130;BEGLES Cedex;05.56.85.10.55;05.56.49.39.01;15-08,01-11,11-11,25-12;www.e-leclerc.com/begles;33039;N;N;Y;N;N;N;N;N;N;N;N;N;N;N;Y;N;Y
1935;VERN;SCAOUEST;08:45;;;20:30;08:45;;;20:30;08:45;;;20:30;08:45;;;20:30;08:45;;;20:30;08:45;;;20:30;;;;;48.06385;-1.624099;Rue de l'Orson,  Centre Commercial du Val d'Orson;35770;VERN SUR SEICHE;02.99.77.50.50;02.99.77.50.51;15-08,01-11,11-11,25-12;www.e-leclerc.com/vern;35352;N;N;Y;Y;N;Y;N;Y;N;N;Y;Y;N;N;Y;N;Y
1956;PONTIVY;SCARMOR;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;;;;;48.06821;-2.945399;AVENUE DE LA LIBERATION BP 16;56301;PONTIVY CEDEX;02.97.25.42.66;02.97.25.07.54;15-08,01-11,11-11,25-12;www.e-leclerc.com/pontivy;56178;N;N;Y;N;N;Y;Y;N;N;N;Y;Y;N;N;Y;Y;Y
1959;DUNKERQUE;SCAPARTOIS;08:45;;;19:30;08:45;;;19:30;08:45;;;19:30;08:45;;;19:30;08:45;;;19:30;08:45;;;19:30;;;;;51.034836;2.372704;rue des Fusiliers marins;59140;DUNKERQUE;03.28.26.97.17;03.28.26.66.25;15-08,01-11,11-11,25-12;www.e-leclerc.com/dunkerque;59183;N;N;Y;N;N;Y;N;N;N;N;N;Y;N;N;Y;N;Y
0945;CHECY;SOCAMAINE;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;;;;;47.90589;2.036532;ZAC de la Guignardière;45430;CHECY;02.38.46.55.50;02.38.46.55.51;15-08,01-11,25-12;www.e-leclerc.com/checy;45089;N;N;Y;Y;N;Y;Y;N;N;N;Y;N;Y;N;Y;N;Y
1756;AURAY;SCAOUEST;09:00;;;19:45;09:00;;;19:45;09:00;;;19:45;09:00;;;19:45;09:00;;;19:45;09:00;;;19:45;;;;;47.662178;-3.006949;RUE A. DUQUESNE ZA DE KERBOIS;56400;AURAY;02.97.24.20.93;02.97.24.05.58;15-08,01-11;www.e-leclerc.com/auray;56007;N;N;Y;N;N;Y;Y;N;N;N;N;Y;N;N;Y;N;Y
1759;SECLIN;SCAPARTOIS;11:00;;;20:30;09:00;;;20:30;09:00;;;20:30;09:00;;;20:30;09:00;;;20:30;09:00;;;20:30;;;;;50.548725;3.054006;SECLIN UNEXPO 350 Avenue de l'Epinette;59113;SECLIN;03.20.90.70.60;03.20.90.70.79;15-08,01-11,11-11,25-12;www.e-leclerc.com/seclin;59560;N;Y;Y;N;N;Y;Y;N;N;N;Y;Y;Y;N;Y;Y;Y
1760;RIBECOURT;SCAPNOR;09:00;;;19:30;09:00;;;19:30;09:00;;;19:30;09:00;;;19:30;08:30;;;20:00;08:30;;;19:30;09:00;12:30;;;49.516205;2.928908;ZAC DE LA GRERIE;60170;RIBECOURT-DRESLINCOURT;03.44.91.65.50;03.44.91.65.51;15-08,01-11,11-11,25-12;www.e-leclerc.com/ribecourt;60537;N;N;Y;N;N;Y;N;N;N;N;Y;Y;N;N;Y;N;Y
1531;ROUFFIAC;SOCAMIL;09:00;;;21:00;09:00;;;21:00;09:00;;;21:00;09:00;;;21:00;09:00;;;21:00;09:00;;;21:00;08:30;12:30;;;43.668537;1.515726;RD 888 ROUTE D'ALBI;31180;ROUFFIAC - TOLOSAN;05.61.37.89.37;05.61.74.02.09;15-08,25-12;www.e-leclerc.com/rouffiac;31462;N;Y;Y;N;N;Y;Y;N;N;N;Y;Y;Y;N;Y;N;Y
1533;LESPARRE;SCASO;08:30;;;20:30;08:30;;;20:30;08:30;;;20:30;08:30;;;20:30;08:30;;;20:30;08:30;;;20:30;09:00;12:30;;;45.28851;-0.923814;RD 1215 - Centre Commercial TERRE ROUGE;33341;LESPARRE MEDOC CEDEX;05.56.73.25.00;05.56.73.25.10;25-12;www.e-leclerc.com/lesparre;33240;Y;Y;Y;N;Y;N;Y;N;Y;N;N;Y;Y;Y;Y;N;Y
1506;LE CANNET ROCHEVILLE;LECASUD;08:30;;;21:00;08:30;;;21:00;08:30;;;21:00;08:30;;;21:00;08:30;;;21:00;08:30;;;21:00;08:30;13:00;;;43.57246;7.000745;46 AV FRANKLIN ROOSEVELT;06110;LE CANNET ROCHEVILLE;04.92.18.77.67;04.93.45.17.20;15-08,01-11,11-11,25-12;www.e-leclerc.com/le-cannet-rocheville;06030;N;N;Y;N;N;N;N;N;N;N;N;N;N;N;Y;N;Y
0960;CHAMBLY;SCAPNOR;09:00;;;21:00;09:00;;;21:00;09:00;;;21:00;09:00;;;21:00;09:00;;;21:00;08:30;;;21:00;;;;;49.15606;2.253195;CC LES HAUTS VENTS RUE FRANCOIS TRUFFAUT;60230;CHAMBLY;01.30.28.93.00;01.30.28.93.01;15-08,01-11,11-11,25-12;www.e-leclerc.com/chambly;60139;N;N;Y;N;N;Y;Y;N;N;N;N;Y;Y;Y;Y;N;Y
0962;LUMBRES;SCAPARTOIS;08:30;;;19:30;08:30;;;19:30;08:30;;;19:30;08:30;;;19:30;08:30;;;20:30;08:30;;;19:30;;;;;50.71297;2.110641;Route d'Acquin  ZAC des Sars;62380;LUMBRES;03.21.12.29.29;03.21.12.29.20;15-08,01-11,11-11,25-12;www.e-leclerc.com/lumbres;62534;N;N;Y;N;N;Y;N;N;N;N;N;Y;Y;N;Y;N;Y
1291;ANGERVILLE;SOCAMAINE;09:00;;;19:30;09:00;;;19:30;09:00;;;19:30;09:00;;;19:30;09:00;;;20:00;09:00;;;19:30;09:00;12:30;;;48.31812;1.999367;14 Rue du Pont LAFLEUR;91670;ANGERVILLE;01.69.95.15.30;01.64.95.36.73;15-08,01-11,11-11,25-12;www.e-leclerc.com/angerville;91016;N;N;Y;N;N;Y;N;N;N;N;N;Y;N;N;Y;N;Y
0959;WATTRELOS;SCAPARTOIS;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:30;08:30;;;20:30;;;;;50.698784;3.209101;Rue Carnot - Espace Carnot;59150;WATTRELOS;03.20.20.99.99;03.20.20.99.90;25-12;www.e-leclerc.com/wattrelos;59650;N;N;N;N;N;Y;N;N;N;N;Y;Y;Y;N;Y;N;Y
2744;ORVAULT;SCAOUEST;09:00;;;20:30;09:00;;;20:30;09:00;;;20:30;09:00;;;20:30;09:00;;;20:30;09:00;;;20:30;;;;;47.262512;-1.589354;1 rue de la Conraie;44700;ORVAULT;02.40.40.40.90;02.40.40.85.70;15-08,01-11,11-11,25-12;www.e-leclerc.com/orvault;44114;N;N;Y;N;N;Y;Y;N;N;N;N;Y;Y;N;Y;N;Y
2829;QUIMPER;SCARMOR;08:30;;;20:30;08:30;;;20:30;08:30;;;20:30;08:30;;;20:30;08:30;;;21:00;08:30;;;20:30;;;;;48.01529;-4.081729;ROUTE DE BREST;29000;QUIMPER;02 98 98 50 50;02 98 95 02.01;01-11,11-11,25-12;www.e-leclerc.com/quimper;29232;N;Y;Y;N;N;Y;Y;Y;N;N;Y;Y;Y;N;Y;N;Y
2844;Saint Nazaire;SCAOUEST;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:30;09:00;;;20:00;;;;;47.28743;-2.257066;ROUTE DE BEAUREGARD   LE POINT DU JOUR;44600;SAINT NAZAIRE;02.40.22.53.65;02.40.22.29.07;15-08,01-11,11-11,25-12;www.e-leclerc.com/saint-nazaire;44184;N;Y;Y;N;N;Y;Y;N;N;N;Y;Y;N;N;Y;Y;Y
0957;FREYMING;SCAPALSACE;08:30;;;20:30;08:30;;;20:30;08:30;;;20:30;08:30;;;20:30;08:30;;;20:30;08:30;;;20:30;;;;;49.136456;6.81;Rue des Genêts - ZAC DE BETTING;57800;FREYMING MERLEBACH;03.87.29.77.90;;15-08,01-11,25-12;www.e-leclerc.com/freyming;57240;N;N;Y;N;N;Y;N;N;N;N;Y;N;Y;N;Y;N;N
1029;CROZON;SCARMOR;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;12:30;;;48.250656;-4.472466;PENANDREFF;29160;CROZON;02.98.27.04.74;02.98.27.19.81;01-11,25-12;www.e-leclerc.com/crozon;29042;N;Y;Y;Y;N;Y;Y;Y;Y;N;Y;Y;Y;N;Y;N;Y
1031;ROQUES;SOCAMIL;09:00;;;21:00;09:00;;;21:00;09:00;;;21:00;09:00;;;21:00;09:00;;;21:00;09:00;;;21:00;09:00;12:30;;;43.51474;1.373063;CENTRE COMMERCIAL ROQUES;31120;ROQUES SUR GARONNE;05.61.72.72.72;05.61.72.72.99;15-08,01-11,11-11,25-12;www.e-leclerc.com/roques;31458;N;Y;Y;N;N;Y;N;N;N;N;Y;Y;Y;Y;Y;Y;Y
2122;PLERIN;SCARMOR;08:45;;;20:00;08:45;;;20:00;08:45;;;20:00;08:45;;;20:00;08:45;;;20:30;08:45;;;20:30;;;;;48.535606;-2.761151;2 RUE DU GRAND QUARTIER ZAC DU PLATEAU;22190;PLERIN;02.96.79.27.92;02.96.79.27.60;01-11,25-12;www.e-leclerc.com/plerin;22187;N;N;Y;Y;N;Y;Y;N;N;N;Y;Y;Y;N;Y;N;Y
2129;CONCARNEAU;SCARMOR;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;;;;;47.889217;-3.917637;ROUTE DE QUIMPER;29900;CONCARNEAU;02.98.50.43.00;02.98.50.43.22;01-11,25-12;www.e-leclerc.com/concarneau;29039;N;N;Y;N;N;Y;Y;N;N;N;Y;Y;Y;N;Y;N;Y
2133;TALENCE;SCASO;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;;;;;44.79944;-0.583851;RUE PACARIS;33402;TALENCE CEDEX;05.57.35.09.09;05.57.35.09.10;15-08,01-11,11-11,25-12;www.e-leclerc.com/talence;33522;N;N;Y;N;N;N;N;N;N;N;N;N;N;N;Y;N;Y
2156;PLOERMEL;SCAOUEST;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;19:30;;;;;47.93886;-2.403629;RUE DU LAC;56800;PLOERMEL;02.97.74.23.10;02.97.74.18.75;15-08,01-11,25-12;www.e-leclerc.com/ploermel;56165;Y;N;Y;N;N;Y;Y;N;Y;N;Y;Y;N;N;Y;N;Y
2169;CIVRIEUX;SOCARA ;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:30;08:30;;;20:00;;;;;45.85702;4.704985;ROUTE DE LA VALLEE;69380;CIVRIEUX D'AZERGUES;04.78.43.15.55;04.78.43.79.45;01-11,25-12;www.e-leclerc.com/civrieux;69059;N;N;Y;N;N;Y;N;N;N;N;N;Y;Y;N;Y;N;Y
1017;MARENNES;SCACHAP;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;09:00;12:30;;;45.822006;-1.104134;RUE DE LA REPUBLIQUE;17320;MARENNES;05.46.85.11.44;05.46.85.63.23;25-12;www.e-leclerc.com/marennes;17219;N;N;Y;N;Y;Y;N;N;N;N;Y;Y;N;N;Y;N;Y
1026;MONTELIMAR;LECASUD;08:45;;;20:00;08:45;;;20:00;08:45;;;20:00;08:45;;;20:00;08:45;;;20:00;08:45;;;20:00;09:00;12:30;;;44.56729;4.756407;AVENUE DES CATALINS ROUTE DE VALENCE;26200;MONTELIMAR;04.75.00.75.40;04.75.51.06.21;25-12;www.e-leclerc.com/montelimar;26198;N;Y;Y;N;N;Y;N;N;N;N;Y;Y;N;N;Y;N;Y
1027;CAER;SCANORMANDE;;;14:00;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;09:30;13:00;;;49.063747;1.17461;Route de Gaillon;27930;NORMANVILLE;02.32.39.85.00;02.32.39.30.49;15-08,01-11,25-12;www.e-leclerc.com/caer;27439;N;N;Y;N;N;Y;N;N;N;N;N;Y;N;N;Y;N;Y
1495;SAINT OUEN L'AUMONE;SCAPNOR;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:30;08:30;;;20:00;09:00;;;12:45;49.056137;2.123044;27-31 RUE D'EPLUCHES;95310;SAINT OUEN L'AUMONE;01.34.30.29.00;01.30.37.36.90;15-08,01-11,11-11,25-12;www.e-leclerc.com/st-ouen-laumone;95572;N;N;Y;N;N;Y;Y;N;Y;N;Y;Y;N;Y;Y;Y;Y
1606;GRASSE;LECASUD;08:30;;;21:00;08:30;;;21:00;08:30;;;21:00;08:30;;;21:00;08:30;;;21:00;08:30;;;21:00;08:30;13:00;;;43.65195;6.944647;chemin de l'Orme;06130;GRASSE;04 97 05 27 27;04 97 05 27 37;25-12;www.e-leclerc.com/grasse;06069;N;N;Y;N;N;Y;N;N;N;N;N;Y;Y;N;Y;N;Y
0954;LUNEVILLE;SCAPEST;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;09:00;12:30;;;48.598515;6.492823;RUE BOUTET DE MONVEL;54300;LUNEVILLE;03.83.73.61.53;03.83.73.53.77;25-12;www.e-leclerc.com/luneville;54329;N;N;Y;N;N;Y;N;N;N;N;Y;Y;N;N;Y;N;Y
2089;Leclerc Porto vecchio;LECASUD;08:45;;;21:00;08:45;;;20:30;08:45;;;20:30;08:45;;;20:30;08:45;;;20:30;08:45;;;21:00;08:45;12:45;;;41.59099;9.27949;Les 4 chemins Ccial Grand Sud;20137;PORTO VECCHIO;04.95.70.05.35;04.95.70.55.39;01-11,11-11,25-12;www.e-leclerc.com/portovecchio;2A247;N;N;Y;N;N;N;N;N;N;N;N;N;N;N;Y;N;Y
1876;OCEANE;SCANORMANDE;09:00;;;20:30;09:00;;;20:30;09:00;;;20:30;09:00;;;20:30;09:00;;;20:30;09:00;;;20:30;;;;;49.507202;0.225293;CENTRE REGIONAL OCEANE RN 15 BP 340;76700;LE HAVRE - GONFREVILLE L'ORCHER;02.35.13.45.00;02.35.13.45.99;15-08,01-11,11-11,25-12;www.e-leclerc.com/oceane;76305;N;N;Y;Y;N;Y;N;N;N;N;N;Y;Y;N;Y;N;Y
0824;TRELISSAC;SCASO;08:30;;;20:30;08:30;;;20:30;08:30;;;20:30;08:30;;;20:30;08:30;;;20:30;08:30;;;20:30;;;;;45.189182;0.764422;CENTRE COMMERCIAL LA FEUILLERAIE;24750;TRELISSAC CEDEX;05 53 35 75 75;05 53 35 75 50;25-12;www.e-leclerc.com/trelissac;24557;N;N;Y;N;N;Y;Y;N;N;N;Y;Y;Y;N;Y;N;Y
0826;BOURG LES VALENCE;SOCARA ;08:30;;;20:30;08:30;;;20:30;08:30;;;20:30;08:30;;;20:30;08:30;;;20:30;08:30;;;20:00;;;;;44.960335;4.883168;RD 2007  LES CHABANNERIES;26503;BOURG LES VALENCE;04.75.82.26.26;04.75.82.26.20;15-08,25-12;www.e-leclerc.com/bourg-les-valence;26058;Y;Y;Y;N;N;Y;Y;N;N;N;Y;Y;Y;Y;Y;Y;Y
0827;VERNON;SCANORMANDE;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:30;08:30;;;20:00;;;;;49.096455;1.464144;BOULEVARD JEAN JAURES ZI DU VIROLET;27200;VERNON;02.32.64.41.00;02.32.64.41.01;15-08,01-11,25-12;www.e-leclerc.com/vernon;27681;N;N;Y;N;N;Y;Y;N;N;N;N;Y;Y;N;Y;N;Y
0837;LOCHES;SOCAMAINE;09:00;;;19:15;09:00;;;19:15;09:00;;;19:15;09:00;;;19:15;09:00;;;19:15;09:00;;;19:15;;;;;47.11021;1.004412;LA CLOUTIERE;37600;PERRUSSON;02.47.91.23.40;02.47.91.23.49;15-08,01-11,11-11,25-12;www.e-leclerc.com/loches;37132;N;N;Y;N;N;Y;N;N;N;N;Y;Y;N;N;Y;N;Y
0849;SEGRE;SCAOUEST;09:00;;;19:00;09:00;;;19:00;09:00;;;19:00;09:00;;;19:00;09:00;;;20:00;09:00;;;19:00;;;;;47.678974;-0.878815;RUE DU 8 MAI 1945 SAINTE GEMMES D'ANDIGNE;49500;SEGRE CEDEX;02.41.92.25.54;02.41.92.15.62;15-08,01-11,11-11,25-12;www.e-leclerc.com/segre;49331;N;N;Y;N;N;N;N;N;N;N;N;Y;N;N;Y;N;Y
0817;SAINTES LES COTEAUX;SCACHAP;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;21:00;09:00;;;20:00;;;;;45.74599;-0.674677;Rue Champagne St Georges;17100;SAINTES;05.46.93.26.96;05.46.93.60.53;25-12;www.e-leclerc.com/saintes;17415;N;Y;Y;Y;N;Y;Y;N;N;N;Y;Y;Y;N;Y;N;Y
2244;ATLANTIS;SCAOUEST;08:30;;;21:00;08:30;;;21:00;08:30;;;21:00;08:30;;;21:00;08:30;;;21:00;08:30;;;21:00;;;;;47.22439;-1.628085;ATLANTIS Pôle commercial Atlantis;44807;SAINT HERBLAIN CEDEX;02.40.92.09.10;02.40.92.02.92;15-08,01-11,11-11,25-12;www.e-leclerc.com/atlantis;44162;N;N;Y;N;N;Y;Y;Y;N;N;N;Y;Y;N;Y;N;Y
2256;LANESTER;SCARMOR;08:45;;;19:45;08:45;;;19:45;08:45;;;19:45;08:45;;;19:45;08:45;;;20:00;08:45;;;19:15;;;;;47.76529;-3.348631;1 RUE FRANCOIS MAURIAC;56600;LANESTER;02.97.76.98.76;02.97.76.98.73;15-08,01-11,11-11,25-12;www.e-leclerc.com/lanester;56098;N;N;Y;Y;N;N;N;N;N;N;N;Y;Y;N;Y;N;Y
